id_direccion,Direccion,Referencia ,id_establecimiento,Parroquia;
"5982,CDLA. LA ALBORADA 3ª ETAPA SOLAR #7 MZ. B-W,,5982,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"5983,""CERRO SANTA ANA, ESCALÓN 150, ESCALINATAS DIEGO NOBOA, CALLEJÓN EL LABERINTO"",,5983,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"5984,""ALBORADA II, SOLAR 35, MZ. AO, PB"",,5984,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"5985,TUNGURAHUA # 2123 ENTRE BRASIL Y GOMEZ RENDON,,5985,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"5986,""CDLA.GUAYAQUIL, MZ 15,SOLAR 4"",,5986,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"5987,VENEZUELA 411 Y CHIMBORAZO,,5987,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"5988,""KM. 10.5, URB. PUERTO AZUL, C.C. PUERTO PLAZA LOCAL 7"",,5988,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"5989,LOS RIOS # 702 ENTRE 9 DE OCTUBRE Y PRIMERO DE MAYO ,,5989,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"5990,CDLA. FLORESTA III MZ. 209 SOLAR #15,,5990,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"5991,""CDLA. ORQUIDEAS, MZ. #62 SOLAR #38"",,5991,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"5992,""C.C. LAGUNA PLAZA 211, AUTOPISTA GUAYAQUIL-SALINAS"",,5992,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"5993,HUANCAVILCA #116 Y ELOY ALFARO,,5993,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"5994,""ALBORADA DECIMA SEGUNDA ETAPA, SOLAR #28, MZ. 19"",,5994,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"5995,""C.C. GARZOCENTRO 2000, PRIMERA ETAPA, OFICINA 1108"",,5995,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"5996,""CDLA. PUERTO AZUL, C.C. PUERTO PLAZA LOCAL 9 VIA A LA COSTA, MZ. 112, PISO 0"",,5996,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"5997,JOSE MANUEL LUZURRAGA 229 Y ROCAFUERTE. EDIF. UNION NACIONAL DE PERIODISTAS,,5997,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"5998,VICTOR EMILIO ESTRADA  102 JORGE PEREZ CONCHA ,,5998,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"5999,Avenida Joaquin Orrantia  025 Avenida Juan Tanca Marengo ,,5999,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6000,""AV. JOSE JOAQUIN ORRANTIA S/N Y LEOPOLDO BENITEZ, EDF. HOTEL SONESTA, LOCALES 4-5"", sauces 3 solar 14 frente a bloques de sauces 4 ,6000,TARQUI";
"6001,""URB. CEIBOS NORTE, CALLE PEATONAL Y AV. PRINCIPAL MZ. 870 SOLAR 18, PISO 0, LOCAL 1"",,6001,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6002,MANUEL LUZURRAGA #219 ENTRE PANAMA Y ROCAFUERTE,,6002,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6003,""URDESA CENTRAL, AV. VICTOR EMILIO ESTRADA 812 ENTRE GUAYACANES E HIGUERAS"",,6003,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6004,CDLA. SIMON BOLIVAR MZ. #2 SOLAR #66 ,,6004,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6005,FLORIDA NORTE MZ. 609 VILLA 5,,6005,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6006,""URB. PUERTO AZÚL, C.C. PIAZZA BLUE, LOCAL 9"",,6006,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6007,AV LAS MONJAS 15 AV CARLOS JULIO AROSEMENA,,6007,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6008,""CDLA. COVIEM, MZ. 19, SOLAR 8"",,6008,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6009,LIZARDO GARCIA 724 Y COLON,"" av. francisco de orellana , centro comercial gran manzana local 19&nbsp  "",6009,TARQUI";
"6010,AV. NUEVE DE OCTUBRE 803-B ENTRE LOS RIOS Y TULCAN,,6010,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6011,""URDESA CENTRAL, GUAYACANES 314 ENTRE CALLE 4A Y 5TA"",,6011,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6012,AV. VICTOR EMILIO ESTRADA 905 E HIGUERAS,,6012,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6013,Víctor Emilio estrada 905 Higueras,,6013,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6014,NUMA POMPILIO LLONA 8 AV. PEDRO MENENDEZ GILBERT,,6014,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6015,TUNGURAHUA #928-B E/ AGUIRRE Y CLEMENTE BALLEN ,,6015,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6016,""CHIMBORAZO 3407 Y AZUAY, LOCAL 23"",,6016,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
6017,V. E. ESTRADA 1218 E/ LAURELES Y COSTANERA URDESA CENTRAL,,6017,PASCUALES;
"6018,""ALBORADA 12AVA ETAPA, SOLAR #6, MZ. 12-17"",,6018,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6019,""SAUCES VIII, MZ. 454 F20, SOLAR 1"",,6019,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6020,""CDLA. ALBORADA SEGUNDA ETAPA, SOLAR #4, MZ. AL"",,6020,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6021,CDLA. LA GARZOTA MZ. 56 SOLAR 8,,6021,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6022,""CDLA. LOS CEIBOS CALLE 12 AVA Y PRIMERA, C.C LOS CEIBOS LOCAL 15"",,6022,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6023,CALLE 24AVA # 501 ENTRE CUENCA Y BRASIL,,6023,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6024,""URDESA , CIRCUNVALACION SUR 111B Y VICTOR EMILIO ESTRADA."",,6024,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6025,""URB. LOS OLIVOS, AV. LEOPOLDO CARRERA CALVO 114 MZ. 7"",,6025,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6026,VICTOR EMILIO ESTRADA 619 ENTRE LAS MONJAS Y FICUS,,6026,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6027,ESMERALDAS # 300 Y ALEJO LASCANO,,6027,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6028,""CERRO SANTA ANA, CALLE DIEGO NOBOA 110, MZ 34, SOLAR 10"",,6028,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6029,VIA DAULE KM 5 1/2 EDIFICIO BIG OUTLETS ,,6029,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6030,""KM 11.5 VIA A LA COSTA, URB. PORTOFINO C.C. BLUE COAST, LOCAL 3"", DIAGONAL AL PALACIO DE JUSTICIA&nbsp  ,6030,TARQUI";
"6031,""KM 14 VIA A LA COSTA, C.C. HIPERMARKET LOCAL L-5"",,6031,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6032,CORONEL S/N Y VACAS GALINDO,,6032,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6033,CUATRO  DE  NOVIEMBRE #1915  ENTRE  LOS  RIOS  Y  TULCAN,,6033,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6034,CENTRO COMERCIAL GARZOCENTRO 2000 OFICINA # 1104 ,,6034,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6035,SAUCES 3 MZ. 152 V 16,,6035,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6036,""URDENOR II, MZ. 241, S. 313, AV. RODRIGO CHAVEZ Y JUAN TANCA MARENGO"",,6036,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
6037,CALLEJON GOMEZ RENDON #4623 ENTRE CALLE 23AVA Y 24AVA,A 150 METROS DE LA INTERSECCION DE LA AV BENJAMIN CARRION Y LA CALLE JUAN SIXTO BERNAL,6037,TARQUI;
"6038,""CDLA. MIRAFLORES, AV. PRINCIPAL 317 Y CALLE TERCERA"",,6038,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6039,9 DE OCTUBRE S/N ENTRE TULCAN Y LOS RIOS,,6039,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6040,""C.C. MALL EL FORTIN, ISLA IA-204, CDLA. INMACONSA, MZ. 103, S. 2, VIA PERIMETRAL"",,6040,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6041,""LA GARZOTA, AV. AGUSTIN FREIRE, C.C. PLAZA GARZOTA, LOCAL 10"",,6041,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6042,ARGENTINA 1402 Y MACHALA,,6042,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6043,""KM 14.5 VIA A LA COSTA, C.C COSTALMAR SHOPPING LOCAL 14"",,6043,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6044,EL ORO 802 Y NOGUCHI,,6044,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6045,""URB. POLARIS MZ. 790, SOLAR 14"",,6045,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6046,Hurtado 808 Tulcán y Carhi,,6046,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6047,MANUEL LUZURRAGA 206 PANAMÁ,,6047,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6048,""CDLA. KENNEDY NORTE. AV. ALEJANDRO ANDRADE COELLO 27-29 Y JUAN ROLANDO COELLO, MZ. 201-A. CLINICA SAN FRANCISCO"",,6048,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6049,CUENCA 917 ENTRE LORENZO DE GARAYCOA Y SEIS DE MARZO,,6049,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6050,""CDLA. KENNEDY VIEJA, AV. SAN JORGE 400, EDIF. PRINCESA SOFIA, LOCAL 4 "",,6050,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6051,""COOP. GUAYAQUIL, MZ. 18, SL. 12"",,6051,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6052,KM. 57 VIA A LA COSTA,,6052,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6053,""URDESA NORTE, RODRIGO CHAVEZ GONZALES 443 Y 6TA CALLE, MZ. 4, COMERCIAL RODMA, PISO 0, LOCAL 1"",,6053,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6054,""URDESA, CALLE QUINTA 715 Y GUAYACANES "",,6054,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6055,GOMEZ RENDON #4027 Y LA 18 AVA.,,6055,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6056,LA 29ª #3408 Y CALLE B,,6056,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
6057,CALLE PORTETE #2521 E/ LIZARDO GARCIA Y TUNGURAHUA,DIAGONAL AL MANANTIAL,6057,TARQUI;
"6058,CORDOVA 800 Y JUNIN,,6058,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6059,""AV. FELIPE PEZO Y BENJAMIN CARRION, C.C. CITY MALL, ISLA I-204, PLANTA ALTA"",,6059,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6060,""AV. JOSE JOAQUIN ORRANTIA S/N Y LEOPOLDO BENITEZ, HOTEL SONESTA, PRIMER PISO, LOCAL 101"",,6060,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6061,""PUERTO AZUL, C.C. PIAZZA BLU, L1-A"",,6061,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6062,KM 27 VIA A LA COSTA (JUNTO A LAGUNA PARK),,6062,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6063,""MALECON SIMON BOLIVAR S/N Y VILLAMIL, C.C. MALECON 2000 PASAJE GUTIERREZ, GALERIA D, LOCAL 23."",,6063,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6064,Baquerizo Nazur 19 28- 29,,6064,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6065,LAS PEÑAS - NUMA POMPILIO LLONA 174,,6065,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6066,""AV. CARLOS JULIO AROSEMENA, C.C. ALBAN BORJA, LOCAL 48"",,6066,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6067,""AV. CARLOS JULIO AROSEMENA, C.C. ALBAN BORJA, ISLA 60"",,6067,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6068,ESCOBEDO 1210 EMTRE VELEZ Y AV. 9 DE OCTUBRE,,6068,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
6069,AVENIDA COSTANERA MUCHO LOTE DOS CC SAN ANTONIO LOCAL 6, DIAGONAL A COMERCIAL JAHER ,6069,TARQUI;
"6070,CDLA. NAVAL NORTE SL.12-A MZ.6,,6070,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6071,Rocafuerte 709 Imbabura,,6071,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6072,CHIMBORAZO #1921 ENTRE CALICUCHIMA Y MALDONADO,,6072,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6073,AV. QUITO #939 ENTRE 9 DEOCTUBRE Y  VELEZ,,6073,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6074,""CDLA. IETEL, MZ. 3, SOALR 3"",,6074,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6075,PORTETE 4509 Y LA 20AVA,,6075,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6076,""CDLA: SAUCES SEIS, MZ 259-34, SOLAR # 1"",,6076,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6077,""SAUCES #7, SOLAR #1, MZ 387 "",,6077,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6078,""CDLA. ALBORADA IX, CALLE BENJAMIN CARRION, MZ. 43, SOLAR 22"",,6078,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6079,AV. 9 DE OCTUBRE #1319 ENTRE MACHALA Y QUITO,,6079,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6080,AV. NUEVE DE OCTUBRE 1319 Y AV. MACHALA,,6080,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6081,ESCOBEDO #1426 Y AGUIRRE,,6081,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6082,""AV. DEL BOMBERO, BLOQUE TM2, PIAZZA CEIBOS, OF. A-11, KM. 6,5 VÍA A LA COSTA"",,6082,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6083,17 AVA # 305 ENTRE ALCEDO Y PEDRO PABLO GOMEZ,,6083,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6084,AV. PRINCIPAL # 407 Y CUARTA MZ.22 SL.7,,6084,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6085,""AV. DOMINGO COMIN, C.C. GRAN AKI, LOCAL 14 "",,6085,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6086,""CDLA. ALBORADA 3RA. ETAPA, MZ. CH, C.C. PLAZA MAYOR DOS, ISLA K-08"",,6086,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6087,ROCAFUERTE 413 ENTRE JUAN MONTALVO Y PADRE AGUIRRE,,6087,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
6088,CDLA LAS ORQUIDEAS MZ. 1021 S. 42,,6088,CHONGON;
"6089,""COOP. GUAYAS Y QUIL 2, SOLAR #4 MZ. #963"",,6089,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6090,1ERO. DE MAYO 1111 Y TUNGURAHUA,,6090,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6091,""ALBORADA SEGUNDA ETAPA, SOLAR 1, MZ. 5, Y AV. AGUSTIN FREIRE YCAZA Y TERCER RETORNO 16 NE, LOCALES 1 Y 2"",,6091,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6092,25 AVA 4010 ENTRE CALLE H Y CALLE I ,,6092,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6093,COLON 563 Y BOYACA (ESQUINA),,6093,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6094,""COOP. CAMINO AL SOL. ISLA TRINITARIA, SOLAR #1 MZ. B LOCAL #2 KM. 44"",,6094,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6095,29 AVA # ENTRE  BOLIVIA  Y  VACAS  GALINDO,,6095,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6096,CDLA. SAUCES 3 MZ 172 SOLAR # 16,,6096,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6097,HURTADO 521 ESMERALDAS,"" Ciudadela Alborada, 9na etapa, manzana 935, solar 8.    &nbsp  "",6097,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6098,AVDA. 9 DE OCTUBRE 828 ENTRE RUMICHACA Y GARCIA AVILES,,6098,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6099,AYACUCHO 2100-C ENTRE TULCAN Y CARCHI,,6099,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6100,""PUERTO SANTA ANA, P.M. GILBERT Y TM BELLINI I, MZ. 1, SOLAR 83 Y 87, TORRES BELLINI I Y II, PB. LOCAL 8"",,6100,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6101,""GUAYACANES, SOLAR 13, MZ 82"",Diagonal a la CTE,6101,OLMEDO (SAN ALEJO)";
"6102,PEDRO CARBO 112 ENTRE LUIS URDANETA Y JUNÍN,,6102,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
6103,BOLIVIA S/N Y ESMERALDAS, JUNTO AL BABNCO DEL PICHINCHA&nbsp  ,6103,ROCA;
"6104,AV. ISIDRO AYORA MZ.953 SOLAR.8 EDIF. BONANZA PLAZA COMERCIAL LOCAL.1,,6104,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6105,LOS RIOS #4225 Y 4 DE NOVIEMBRE,,6105,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6106,CDLA URDESA  CENTRAL GUAYACANES 210 Y CALLE  SEGUNDA,,6106,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6107,6 DE MARZO 3102 Y PORTETE,,6107,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
6108,AV. PRINCIPAL 706 ENTRE AV. SEXTA Y AV. SEPTIMA, A 300mts de la Avicola Fernandez de Guayacanes&nbsp  ,6108,TARQUI;
"6109,GUAYACANES #201  Y  VICTOR  EMILIO ESTRADA,,6109,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6110,ESMERALDAS 2737 ENTRE MALDONADO Y GOMEZ RENDON,,6110,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6111,""C.C. MALL EL FORTIN, ISLA IB114A, KM 25 VIA PERIMETRAL"",,6111,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6112,VELEZ 129 ENTRE PEDRO CARBO Y CHILE,,6112,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
6113,CALLE COLON 807 Y RUMICHACA LOCAL 815,,6113,PASCUALES;
"6114,""AV. FCO. DE ORELLANA, EDF. MILLENIUM GALLERY, LOCAL 101"",,6114,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6115,Edificio Torres Bellini 1-2 Atelier  7 SANTA ANA,,6115,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6116,""URDESA CENTRAL, AV. VICTOR EMILIO ESTRADA 706 Y FICUS"",,6116,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6117,BARRIO LA ESPERANZA AV. ELEODORO SOLORSANO ENTRE LAS CALLES 21AVA. Y 22 AVA,,6117,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6118,CALLE QUISQUIS #1700-B Y TUNGURAHUA,,6118,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6119,""KM. 14,5 VÍA A LA COSTA, C.C  COSTALMAR SHOPPING, SECTOR A, ISLA 1, MZ. 2624, S-1"",,6119,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6120,""CDLA. KENNEDY NORTE, MZ 207, SOLAR 21 "",,6120,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6121,PORTETE 5215 ESNTRE CALLE 25 AVA Y LA 26 AVA,,6121,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6122,""ALBORADA CUARTA ETAPA, APARNOR 402 LOCAL# 3"",,6122,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6123,""FLORIDA NORTE, SOLAR 13, MZ. 110"",,6123,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6124,CDLA. PRADERA 3 MZ. D 90 SOLAR NO. 19,,6124,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6125,MALECON DEL SALADO ISLA 5 PRIMERA FASE ,,6125,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6126,""CDLA. ALAMOS DOS, MZ. J SOLAR 15"",,6126,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6127,""CDLA. ALBORADA 12AVA ETAPA S/N, MZ. 26 - C.C. ALBODEGAS, LOCAL #28"",Edificio Inmobiliaria El Roble,6127,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6128,CALLE VELEZ 108 E/ CHILE Y PEDRO CARBO,,6128,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6129,CALLE 25 AVA. 2852 E/ CALLEJON SEGURA Y SEDALANA,,6129,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6130,""GOMEZ RENDON 3523, ENTRE  CALLE 12 Y 13 "",,6130,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6131,CALLE 11AVA  Y FRANCISCO SEGURA,,6131,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6132,COOP. NUEVA ESPERANZA AV. LAS ESCLUSAS SOLAR # 6,,6132,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6133,""CDLA. SAUCES UNO, MZ. F-10, SOLAR 36"",,6133,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6134,""COLINAS DE LA ALBORADA, MZ. 792, SL. 74"",,6134,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6135,""CDLA ORQUIDEAS, SOLAR #23, MZ# 1022"",0,6135,TARQUI";
"6136,""AV. MALECON SIMON BOLIVAR, C.C. MALECON, LOCAL R-14"",,6136,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6137,AV. MALECON SIMON BOLIVAR C.C. MALECON 2000 LOCAL R-13,,6137,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6138,sucre 203 y pichincha,,6138,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
6139,CLEMENTE BALLEN 1224 Y AV. QUITO,DIAGONAL A LA TRATTORIA  DE ENRICO,6139,TARQUI;
"6140,AV. PLAZA DAÑIN #903 Y MIGUEL ALCIVAR,,6140,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
6141,CALLE HURTADO S/N Y AV. DEL EJERCITO, Diagonal al Atlantic Suites ,6141,CARBO (CONCEPCIÓN) ;
"6142,LOS RIOS 4103 Y EL ORO,,6142,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
"6143,""GENERAL CORDOVA 707 ENTRE JUNIN Y LUIS URDANETA, MZ. 28, LOCAL 703"", JUNTO AL&nbsp HOTEL ALEXANDER ,6143,ROCAFUERTE";
"6144,URB. PUERTO AZUL SOLAR#2 MZ.112  PRIMERA ETAPA C.C. PUERTO PLAZA LOCAL #13,,6144,""GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL""";
